@relation cluster-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 0.30834 numeric
@attribute 104.94535 numeric
@attribute Cluster {cluster0,cluster1}

@data
146,15.212,443.73447,cluster1
147,15.22386,109.12524,cluster1
148,15.27882,874.46668,cluster0
149,15.28602,773.8638,cluster0
150,15.37173,885.35923,cluster0
151,15.58733,349.45228,cluster1
152,15.74376,964.24855,cluster0
153,16.00405,917.04167,cluster0
154,16.07684,729.56785,cluster0
155,16.22403,122.17599,cluster1
156,16.30852,316.51804,cluster1
157,16.36694,141.96534,cluster1
158,16.54278,397.49672,cluster1
159,16.70953,677.67495,cluster0
160,17.01825,747.41839,cluster0
161,17.0206,494.68884,cluster1
162,17.14002,481.30699,cluster1
163,17.37521,639.63875,cluster0
164,17.67913,204.72319,cluster1
165,17.68653,959.75273,cluster0
166,17.76088,843.67455,cluster0
167,17.99279,961.38506,cluster0
168,18.17192,18.22309,cluster1
169,18.18357,332.14368,cluster1
170,18.32387,91.98178,cluster1
171,18.34953,916.15578,cluster0
172,18.39408,728.94305,cluster0
173,18.43787,810.92497,cluster0
174,18.48598,486.18255,cluster1
175,18.49634,357.99924,cluster1
176,18.52671,496.43584,cluster1
177,18.60096,158.43435,cluster1
178,19.1355,250.99465,cluster1
179,19.20762,496.13152,cluster1
180,19.22448,989.25673,cluster0
181,19.33525,701.76521,cluster0
182,19.52785,290.22431,cluster1
183,19.65138,358.5822,cluster1
184,19.90611,942.76877,cluster0
185,20.07452,470.04535,cluster1
186,20.10705,463.94433,cluster1
187,20.22935,743.32413,cluster0
188,20.27973,149.58552,cluster1
189,20.41903,659.18994,cluster0
190,20.46916,579.29878,cluster0
191,20.48604,256.65738,cluster1
192,20.48719,859.7003,cluster0
193,20.57783,844.69769,cluster0
194,20.71476,214.35456,cluster1
195,20.86513,807.53294,cluster0
196,20.9113,306.41756,cluster1
197,20.94145,191.27258,cluster1
198,21.07362,224.05412,cluster1
199,21.37233,232.1924,cluster1
200,21.41316,883.26276,cluster0
201,21.55608,231.40551,cluster1
202,21.60467,703.44652,cluster0
203,21.6488,882.23407,cluster0
204,21.71528,873.37372,cluster0
205,21.76537,297.8455,cluster1
206,21.78409,427.46483,cluster1
207,21.8038,649.32716,cluster0
208,21.94821,855.06025,cluster0
209,21.99724,439.90513,cluster1
210,22.03912,147.36495,cluster1
211,22.08688,821.41337,cluster0
212,22.11717,278.53383,cluster1
213,22.17465,733.05831,cluster0
214,22.47438,11.64301,cluster1
215,22.58434,304.40843,cluster1
216,22.60626,415.90752,cluster1
217,22.64858,621.34816,cluster0
218,22.82405,766.23053,cluster0
219,22.98045,418.73409,cluster1
220,23.03567,983.27624,cluster0
221,23.07244,659.42006,cluster0
222,23.1183,43.71474,cluster1
223,23.1472,194.58103,cluster1
224,23.17244,362.79672,cluster1
225,23.19051,466.71038,cluster1
226,23.2616,253.70644,cluster1
227,23.4991,883.73249,cluster0
228,23.86762,879.81883,cluster0
229,23.96734,833.51446,cluster0
230,23.99701,167.61479,cluster1
231,24.00928,101.02149,cluster1
232,24.04017,872.16561,cluster0
233,24.17063,913.96779,cluster0
234,24.73575,349.59116,cluster1
235,24.82894,953.36679,cluster0
236,24.88762,319.48951,cluster1
237,24.9043,718.46404,cluster0
238,24.91678,651.85571,cluster0
239,24.94937,288.35536,cluster1
240,24.99412,938.36934,cluster0
241,24.99878,73.18654,cluster1
242,25.05615,875.77876,cluster0
243,25.09461,704.8767,cluster0
244,25.14151,194.66563,cluster1
245,25.15445,830.65192,cluster0
246,25.55366,556.77514,cluster0
247,25.5839,678.66699,cluster0
248,25.64973,813.7818,cluster0
249,25.71267,601.6486,cluster0
250,25.81043,759.24053,cluster0
251,25.87126,400.16114,cluster1
252,25.8793,275.83088,cluster1
253,25.92193,970.93139,cluster0
254,26.02821,335.19957,cluster1
255,26.02864,158.86887,cluster1
256,26.18926,324.01964,cluster1
257,26.21831,392.69725,cluster1
258,26.24985,566.17209,cluster0
259,26.38212,81.12718,cluster1
260,26.39207,383.84543,cluster1
261,26.4299,180.57809,cluster1
262,26.75989,772.01103,cluster0
263,26.81186,571.98728,cluster0
264,26.91339,955.21479,cluster0
265,27.07708,930.49937,cluster0
266,27.1074,800.38889,cluster0
267,27.4283,437.09879,cluster1
268,27.47059,874.5266,cluster0
269,27.74259,767.91521,cluster0
270,27.76058,135.66093,cluster1
271,27.83271,682.42797,cluster0
272,27.90291,798.95434,cluster0
273,27.99497,243.72518,cluster1
274,28.01546,968.78794,cluster0
275,28.01596,996.10546,cluster0
276,28.1758,946.53093,cluster0
277,28.36192,568.67606,cluster0
278,28.42332,522.27543,cluster0
279,29.07312,496.49779,cluster1
280,29.10232,37.53761,cluster1
281,29.23832,376.96326,cluster1
282,29.25886,839.94423,cluster0
283,29.65126,172.69404,cluster1
284,30.01207,179.98233,cluster1
285,30.0678,957.11441,cluster0
286,30.49055,360.07102,cluster1
287,30.50026,200.53712,cluster1
288,30.52311,946.44095,cluster0
289,30.61226,596.51777,cluster0
290,30.62384,647.19906,cluster0
291,30.67202,688.70103,cluster0
292,30.89996,952.19251,cluster0
293,30.9077,491.22746,cluster1
294,30.94009,477.04751,cluster1
295,30.94642,846.48096,cluster0
296,31.36447,183.09001,cluster1
297,31.51541,50.07604,cluster1
298,31.63762,337.78329,cluster1
299,31.65364,407.25875,cluster1
300,31.90253,72.00365,cluster1
301,32.08904,421.97791,cluster1
302,32.11696,873.91293,cluster0
303,32.21112,967.65501,cluster0
304,32.22423,50.16015,cluster1
305,32.3383,472.87471,cluster1
306,32.40354,128.88249,cluster1
307,32.43291,149.31128,cluster1
308,32.50031,237.29092,cluster1
309,32.57917,269.66133,cluster1
310,32.78074,88.99223,cluster1
311,32.93968,144.07229,cluster1
312,32.9863,110.77518,cluster1
313,33.02282,558.08977,cluster0
314,33.35743,629.22533,cluster0
315,33.3722,206.32363,cluster1
316,33.38658,983.62099,cluster0
317,33.43355,60.68999,cluster1
318,33.47192,317.04674,cluster1
319,33.4756,610.3723,cluster0
320,33.49153,479.03511,cluster1
321,33.55777,803.30332,cluster0
322,33.58555,145.71447,cluster1
323,33.79186,84.71139,cluster1
324,33.85235,975.68262,cluster0
325,33.9941,94.29158,cluster1
326,34.41715,457.41768,cluster1
327,34.42838,489.82994,cluster1
328,34.44929,391.77589,cluster1
329,34.57931,228.95341,cluster1
330,34.7386,405.93848,cluster1
331,34.8699,614.64821,cluster0
332,34.92727,237.91083,cluster1
333,35.2471,104.0594,cluster1
334,35.41066,495.43861,cluster1
335,35.4107,168.20057,cluster1
336,35.4367,770.26255,cluster0
337,35.56593,503.10715,cluster1
338,35.57103,526.47354,cluster0
339,35.93078,30.62646,cluster1
340,35.97784,932.57436,cluster0
341,35.98208,79.97057,cluster1
342,36.0476,283.64555,cluster1
343,36.08551,377.3284,cluster1
344,36.16386,37.01644,cluster1
345,36.18345,504.35588,cluster1
346,36.19812,851.49562,cluster0
347,36.38256,803.95768,cluster0
348,36.43833,174.22007,cluster1
349,36.48134,121.49708,cluster1
350,36.51504,445.81347,cluster1
351,36.66055,173.26909,cluster1
352,36.81755,654.1427,cluster0
353,36.86465,896.22891,cluster0
354,36.964,982.62694,cluster0
355,37.00493,459.5537,cluster1
356,37.24577,991.20138,cluster0
357,37.27866,507.1763,cluster1
358,37.35487,143.53168,cluster1
359,37.38464,202.10832,cluster1
360,37.68407,607.3237,cluster0
361,37.77334,710.54642,cluster0
362,38.07553,152.81531,cluster1
363,38.18674,7.83178,cluster1
364,38.35471,796.44611,cluster0
365,38.48287,733.36126,cluster0
366,38.52426,888.59037,cluster0
367,38.54213,11.54042,cluster1
368,38.67296,132.99878,cluster1
369,38.83115,408.18504,cluster1
370,38.98878,201.44921,cluster1
371,38.99507,928.0195,cluster0
372,39.0041,751.23492,cluster0
373,39.10618,40.09585,cluster1
374,39.13436,899.31723,cluster0
375,39.35834,521.98157,cluster0
376,39.35876,28.2884,cluster1
377,39.39713,319.22995,cluster1
378,39.40394,39.0932,cluster1
379,39.42666,103.81313,cluster1
380,39.4494,608.84865,cluster0
381,39.87386,945.63366,cluster0
382,39.89297,476.45066,cluster1
383,40.04479,377.33448,cluster1
384,40.12642,729.37086,cluster0
385,40.15746,512.89429,cluster1
386,40.17263,885.69594,cluster0
387,40.22562,706.68526,cluster0
388,40.37232,605.19421,cluster0
389,40.46004,979.90866,cluster0
390,40.53245,578.99732,cluster0
391,40.56227,799.10061,cluster0
392,40.63343,897.92276,cluster0
393,40.74822,120.08197,cluster1
394,40.78661,396.39081,cluster1
395,40.89396,250.12071,cluster1
396,40.95226,935.78832,cluster0
397,41.23769,614.03859,cluster0
398,41.35042,606.62108,cluster0
399,41.48414,247.33437,cluster1
400,41.55393,211.06432,cluster1
401,41.99538,96.24453,cluster1
402,42.08299,119.62079,cluster1
403,42.09413,315.35258,cluster1
404,42.25003,47.85438,cluster1
405,42.26476,741.51873,cluster0
406,42.27137,689.7971,cluster0
407,42.355,349.34666,cluster1
408,42.48172,32.80539,cluster1
409,42.4942,410.2681,cluster1
410,42.57453,101.87786,cluster1
411,42.67675,870.3666,cluster0
412,42.97263,317.5197,cluster1
413,42.99158,276.37272,cluster1
414,43.04536,449.07605,cluster1
415,43.1971,605.72287,cluster0
416,43.23972,259.81206,cluster1
417,43.23995,132.16314,cluster1
418,43.53998,170.58415,cluster1
419,43.54117,977.92326,cluster0
420,43.64451,357.69413,cluster1
421,43.67837,662.00231,cluster0
422,43.7166,430.04574,cluster1
423,43.75879,698.05117,cluster0
424,43.95893,74.44705,cluster1
425,44.0377,99.7186,cluster1
426,44.18934,207.38724,cluster1
427,44.43251,108.69201,cluster1
428,44.60124,889.81408,cluster0
429,44.86281,213.82797,cluster1
430,44.88014,839.93771,cluster0
431,44.91124,53.51721,cluster1
432,44.9378,218.19022,cluster1
433,45.01902,718.07824,cluster0
434,45.03105,561.41982,cluster0
435,45.30838,208.72117,cluster1
436,45.32879,693.36544,cluster0
437,45.39777,925.67268,cluster0
438,45.6937,41.39207,cluster1
439,45.70147,82.3581,cluster1
440,45.76509,50.66495,cluster1
441,45.77693,26.40247,cluster1
442,45.83109,839.31838,cluster0
443,45.86105,409.65187,cluster1
444,45.86628,621.45924,cluster0
445,45.9653,272.29382,cluster1
446,46.27668,850.00987,cluster0
447,46.28547,842.9728,cluster0
448,46.43451,233.45174,cluster1
449,46.54794,804.21281,cluster0
450,46.61248,581.77929,cluster0
451,46.62338,676.68538,cluster0
452,46.62546,372.66046,cluster1
453,46.71848,138.31679,cluster1
454,46.72384,587.04204,cluster0
455,46.82467,385.15272,cluster1
456,46.86884,932.61835,cluster0
457,47.00452,754.5475,cluster0
458,47.1665,304.30423,cluster1
459,47.17858,749.59293,cluster0
460,47.46477,386.13457,cluster1
461,47.71992,553.9375,cluster0
462,47.72251,662.55089,cluster0
463,47.77145,526.7692,cluster0
464,47.78402,910.84329,cluster0
465,47.79256,344.55032,cluster1
466,47.88401,432.46054,cluster1
467,47.97132,112.00468,cluster1
468,48.03435,815.34833,cluster0
469,48.18616,624.91602,cluster0
470,48.31935,852.90998,cluster0
471,48.40635,439.30285,cluster1
472,48.40988,782.66097,cluster0
473,48.48193,250.31277,cluster1
474,48.49979,178.29927,cluster1
475,48.52612,559.19352,cluster0
476,48.5903,641.13782,cluster0
477,48.94878,349.76696,cluster1
478,48.98874,718.08325,cluster0
479,49.01824,408.65553,cluster1
480,49.08454,46.20879,cluster1
481,49.24402,264.91068,cluster1
482,49.60125,864.23911,cluster0
483,49.92454,563.66198,cluster0
484,49.99645,259.27694,cluster1
485,49.99901,795.05954,cluster0
486,50.07966,137.8985,cluster1
487,50.17488,775.84151,cluster0
488,50.53603,477.87303,cluster1
489,50.58768,420.27011,cluster1
490,50.59787,274.46857,cluster1
491,50.60026,834.19166,cluster0
492,50.77474,640.00975,cluster0
493,51.1083,453.4735,cluster1
494,51.11783,911.20612,cluster0
495,51.16839,779.30598,cluster0
496,51.17323,834.20436,cluster0
497,51.43398,880.97369,cluster0
498,51.47293,731.31151,cluster0
499,51.50439,173.34935,cluster1
500,51.56149,112.58509,cluster1
501,51.67166,913.89389,cluster0
502,51.80349,494.4855,cluster1
503,51.81424,100.70416,cluster1
504,52.02999,640.57757,cluster0
505,52.03747,733.66199,cluster0
506,52.11943,13.92513,cluster1
507,52.16974,858.44909,cluster0
508,52.35326,687.96592,cluster0
509,52.37805,678.83537,cluster0
510,52.48739,164.19564,cluster1
511,52.51484,657.31242,cluster0
512,52.54422,385.57497,cluster1
513,52.72786,668.05529,cluster0
514,52.8204,811.87814,cluster0
515,52.90974,983.5572,cluster0
516,53.09861,241.88987,cluster1
517,53.13764,560.80069,cluster0
518,53.23985,393.88912,cluster1
519,53.29114,550.02599,cluster0
520,53.30056,897.49555,cluster0
521,53.4329,989.13171,cluster0
522,53.53835,996.78777,cluster0
523,53.57429,805.48071,cluster0
524,53.64296,20.45984,cluster1
525,53.74381,498.89465,cluster1
526,53.77623,382.36759,cluster1
527,53.79838,997.32711,cluster0
528,53.80153,592.38293,cluster0
529,53.86565,342.71135,cluster1
530,54.00183,178.0995,cluster1
531,54.06546,19.80888,cluster1
532,54.08716,584.10874,cluster0
533,54.21554,332.36212,cluster1
534,54.27329,704.83533,cluster0
535,54.35353,228.05978,cluster1
536,54.44372,250.67435,cluster1
537,55.10926,997.61879,cluster0
538,55.11782,544.78011,cluster0
539,55.1563,239.79259,cluster1
540,55.35191,741.11768,cluster0
541,55.5152,316.97766,cluster1
542,55.64869,731.67766,cluster0
543,55.66028,525.21936,cluster0
544,55.71858,353.83644,cluster1
545,55.80051,955.36325,cluster0
546,55.82057,745.02623,cluster0
547,55.96071,71.03695,cluster1
548,55.9834,393.3139,cluster1
549,56.08219,914.6111,cluster0
550,56.11338,537.50829,cluster0
551,56.1723,772.24104,cluster0
552,56.28567,729.02299,cluster0
553,56.47993,500.11016,cluster1
554,56.56028,790.70866,cluster0
555,56.59004,967.71135,cluster0
556,57.00915,599.97027,cluster0
557,57.02633,785.63011,cluster0
558,57.0658,787.31342,cluster0
559,57.08414,968.512,cluster0
560,57.12148,37.76314,cluster1
561,57.17913,489.03668,cluster1
562,57.2393,339.87598,cluster1
563,57.29648,331.363,cluster1
564,57.36253,224.0156,cluster1
565,57.58413,944.32606,cluster0
566,57.67657,527.78581,cluster0
567,57.72966,562.08165,cluster0
568,57.86105,264.29314,cluster1
569,57.99434,883.65953,cluster0
570,58.15864,705.27255,cluster0
571,58.26848,853.34858,cluster0
572,58.2884,777.0733,cluster0
573,58.34599,312.64867,cluster1
574,58.40581,78.98343,cluster1
575,58.47929,541.26441,cluster0
576,58.66693,361.32963,cluster1
577,58.75152,392.79142,cluster1
578,58.87233,347.99823,cluster1
579,58.90465,935.95676,cluster0
580,58.93371,473.61887,cluster1
581,59.08863,338.69744,cluster1
582,59.20244,916.25096,cluster0
583,59.2212,486.27057,cluster1
584,59.50605,425.2823,cluster1
585,59.70659,35.55908,cluster1
586,59.79538,77.30767,cluster1
587,59.89286,511.49599,cluster1
588,59.91674,41.27783,cluster1
589,59.95082,580.27651,cluster0
590,60.06433,346.20458,cluster1
591,60.13457,253.93481,cluster1
592,60.22604,83.87423,cluster1
593,60.22833,888.69217,cluster0
594,60.32429,394.10261,cluster1
595,60.43666,688.99191,cluster0
596,60.61601,960.99503,cluster0
597,60.66372,682.36836,cluster0
598,60.79985,950.1286,cluster0
599,60.81622,677.30871,cluster0
600,60.8342,696.95956,cluster0
601,60.93204,285.61851,cluster1
602,60.95913,36.15159,cluster1
603,61.09071,606.45835,cluster0
604,61.2158,472.94256,cluster1
605,61.54292,221.66702,cluster1
606,61.88369,399.69829,cluster1
607,61.92008,249.81288,cluster1
608,61.96154,420.54222,cluster1
609,61.99834,750.71084,cluster0
610,62.09035,169.08281,cluster1
611,62.12603,734.35712,cluster0
612,62.34105,276.5574,cluster1
613,62.38864,787.6059,cluster0
614,62.39461,363.7161,cluster1
615,62.42943,720.23893,cluster0
616,62.46183,508.17307,cluster1
617,62.48115,918.16403,cluster0
618,62.55804,100.09085,cluster1
619,62.81066,258.77421,cluster1
620,62.88227,795.3395,cluster0
621,62.89782,925.65504,cluster0
622,62.90402,671.8781,cluster0
623,62.93952,605.65198,cluster0
624,62.98029,692.37189,cluster0
625,63.16251,322.51635,cluster1
626,63.31626,399.51868,cluster1
627,63.46687,934.80847,cluster0
628,63.46946,392.758,cluster1
629,63.50781,89.41749,cluster1
630,63.96632,250.53828,cluster1
631,63.97386,173.93442,cluster1
632,63.99496,569.23227,cluster0
633,64.1761,191.35942,cluster1
634,64.34913,209.65391,cluster1
635,64.39902,593.22975,cluster0
636,64.40256,750.44059,cluster0
637,64.40988,57.31567,cluster1
638,64.91578,763.64469,cluster0
639,64.95113,315.18531,cluster1
640,64.96373,256.35186,cluster1
641,65.02568,220.53939,cluster1
642,65.28504,567.3868,cluster0
643,65.35895,669.39706,cluster0
644,65.44378,338.74561,cluster1
645,65.46709,206.80631,cluster1
646,65.48832,665.86853,cluster0
647,65.51613,376.18714,cluster1
648,65.54785,202.56332,cluster1
649,65.6659,780.03923,cluster0
650,65.72046,34.90099,cluster1
651,65.79359,761.77026,cluster0
652,65.94903,217.46182,cluster1
653,66.20585,944.3249,cluster0
654,66.46918,445.82799,cluster1
655,66.55778,588.08999,cluster0
656,66.69066,874.1558,cluster0
657,66.70098,188.25371,cluster1
658,66.70873,480.34808,cluster1
659,66.82628,763.83835,cluster0
660,66.87327,385.4467,cluster1
661,66.97558,401.31846,cluster1
662,66.99035,439.52153,cluster1
663,67.14526,208.75053,cluster1
664,67.15246,961.7738,cluster0
665,67.36348,877.46215,cluster0
666,67.80732,393.93539,cluster1
667,67.93864,433.07262,cluster1
668,68.03689,386.3673,cluster1
669,68.06584,472.35446,cluster1
670,68.127,565.76108,cluster0
671,68.18508,902.16022,cluster0
672,68.18966,266.80927,cluster1
673,68.25045,582.61528,cluster0
674,68.30954,492.29518,cluster1
675,68.5013,431.68897,cluster1
676,68.52821,859.20593,cluster0
677,68.63488,677.89092,cluster0
678,68.6473,433.99575,cluster1
679,68.66502,86.8041,cluster1
680,68.74738,102.05592,cluster1
681,68.87637,753.38398,cluster0
682,68.99069,602.66207,cluster0
683,69.15732,684.86601,cluster0
684,69.40162,562.06783,cluster0
685,69.70185,590.55075,cluster0
686,69.78993,541.87369,cluster0
687,69.79428,561.23605,cluster0
688,69.79722,751.86158,cluster0
689,69.86952,750.89899,cluster0
690,69.90007,350.20178,cluster1
691,69.98498,2.32434,cluster1
692,69.98641,574.19354,cluster0
693,70.06664,948.3604,cluster0
694,70.11308,618.83833,cluster0
695,70.17383,21.5582,cluster1
696,70.29858,231.00564,cluster1
697,70.85916,744.62428,cluster0
698,70.93153,223.58656,cluster1
699,70.95906,934.6849,cluster0
700,70.99022,47.93798,cluster1
701,71.17744,241.49785,cluster1
702,71.21379,9.165,cluster1
703,71.2876,737.0069,cluster0
704,71.38667,138.0284,cluster1
705,71.39505,145.61161,cluster1
706,71.62816,443.66803,cluster1
707,71.70922,642.55795,cluster0
708,71.7738,539.8832,cluster0
709,71.97057,546.73372,cluster0
710,72.00293,325.47125,cluster1
711,72.17027,430.55768,cluster1
712,72.23026,366.69978,cluster1
713,72.23282,171.49045,cluster1
714,72.37366,977.40047,cluster0
715,72.413,730.14169,cluster0
716,72.62712,511.48218,cluster1
717,72.6442,674.29982,cluster0
718,72.71672,79.96907,cluster1
719,72.74965,622.69175,cluster0
720,72.79873,781.90816,cluster0
721,72.88575,839.32805,cluster0
722,72.9037,715.39527,cluster0
723,72.92718,300.04798,cluster1
724,72.97169,911.88383,cluster0
725,72.97411,219.45379,cluster1
726,72.99405,175.15378,cluster1
727,73.00744,673.50638,cluster0
728,73.05157,676.59235,cluster0
729,73.12547,413.75455,cluster1
730,73.19343,215.53403,cluster1
731,73.37811,986.40101,cluster0
732,73.43547,512.45428,cluster1
733,73.45687,128.57522,cluster1
734,73.46289,644.1912,cluster0
735,73.51775,23.31455,cluster1
736,73.74394,678.31711,cluster0
737,73.85697,243.08151,cluster1
738,73.95368,689.07999,cluster0
739,73.9863,362.97957,cluster1
740,74.00586,575.44308,cluster0
741,74.11482,32.85529,cluster1
742,74.13959,893.01154,cluster0
743,74.2627,432.84617,cluster1
744,74.29859,269.98889,cluster1
745,74.6249,284.80991,cluster1
746,74.84578,720.4129,cluster0
747,74.92288,683.01311,cluster0
748,74.94581,752.40201,cluster0
749,74.98929,594.8087,cluster0
750,75.00462,705.58664,cluster0
751,75.01382,143.17289,cluster1
752,75.02298,114.56512,cluster1
753,75.29937,881.4735,cluster0
754,75.30167,212.40742,cluster1
755,75.31687,539.15957,cluster0
756,75.4253,433.89468,cluster1
757,75.51635,682.90793,cluster0
758,75.5448,131.39354,cluster1
759,75.72471,283.23509,cluster1
760,76.0919,549.79812,cluster0
761,76.09223,672.08354,cluster0
762,76.22286,12.21412,cluster1
763,76.29942,848.30691,cluster0
764,76.30234,215.06868,cluster1
765,76.30699,302.90058,cluster1
766,76.33637,811.43221,cluster0
767,76.40048,155.69215,cluster1
768,76.43334,228.78025,cluster1
769,76.73199,971.22468,cluster0
770,76.94042,615.75801,cluster0
771,77.04382,175.11014,cluster1
772,77.08302,195.71102,cluster1
773,77.10688,466.53052,cluster1
774,77.15762,258.68178,cluster1
775,77.24686,66.16047,cluster1
776,77.26391,112.70043,cluster1
777,77.34222,579.33343,cluster0
778,77.37183,621.23882,cluster0
779,77.43712,424.52465,cluster1
780,77.47019,168.32533,cluster1
781,77.54995,184.24765,cluster1
782,77.57024,858.01822,cluster0
783,77.70425,320.06923,cluster1
784,77.89408,120.7187,cluster1
785,77.95978,343.69063,cluster1
786,78.01231,529.85728,cluster0
787,78.10271,849.15991,cluster0
788,78.10383,934.42481,cluster0
789,78.13904,320.13126,cluster1
790,78.34235,974.82311,cluster0
791,78.42176,998.38776,cluster0
792,78.44691,851.28848,cluster0
793,78.48598,11.61726,cluster1
794,78.53809,941.70592,cluster0
795,78.71822,104.27714,cluster1
796,78.74099,563.49214,cluster0
797,78.8921,851.09548,cluster0
798,78.94386,154.03092,cluster1
799,79.0106,157.90503,cluster1
800,79.155,813.63831,cluster0
801,79.16386,145.09374,cluster1
802,79.21506,476.6613,cluster1
803,79.54734,579.85068,cluster0
804,79.57109,214.77176,cluster1
805,80.00853,535.34583,cluster0
806,80.02492,965.52693,cluster0
807,80.06091,339.75175,cluster1
808,80.09888,72.72025,cluster1
809,80.16882,315.76017,cluster1
810,80.20971,380.54162,cluster1
811,80.23648,291.72949,cluster1
